Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
sampleSelection,D:/software/R/R-3.6.3/library,1.2-6,NA,"R (>= 2.10), maxLik (>= 0.7-3), stats","miscTools (>= 0.6-3), systemfit (>= 1.0-0), Formula (>=
1.1-1), VGAM (>= 1.1-1), mvtnorm (>= 0.9-9994)",NA,"lmtest, Ecdat",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
sandwich,D:/software/R/R-3.6.3/library,2.5-1,NA,R (>= 2.10.0),"stats, utils, zoo",NA,"AER, car, geepack, lattice, lmtest, MASS, multiwayvcov,
parallel, pcse, plm, pscl, scatterplot3d, stats4, strucchange,
survival",NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.3
sass,D:/software/R/R-3.6.3/library,0.2.0,NA,NA,"digest, fs, rlang, htmltools",NA,"testthat, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
satellite,D:/software/R/R-3.6.3/library,1.0.2,NA,"R (>= 2.10), raster, methods, utils, stats, grDevices,
graphics","plyr, Rcpp (>= 0.10.3), tools, stats4",Rcpp,"devtools, knitr, rgdal, testthat, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
scagnostics,D:/software/R/R-3.6.3/library,0.2-4.1,NA,rJava,NA,NA,NA,NA,file LICENSE,yes,NA,NA,NA,no,3.6.0
scales,D:/software/R/R-3.6.3/library,1.1.0,NA,R (>= 3.2),"farver (>= 2.0.0), labeling, munsell (>= 0.5), R6,
RColorBrewer, viridisLite, lifecycle",NA,"bit64, covr, dichromat, hms, testthat (>= 2.1.0), ggplot2",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
scalreg,D:/software/R/R-3.6.3/library,1.0.1,NA,"R (>= 2.10), lars",NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.0
scatterplot3d,D:/software/R/R-3.6.3/library,0.3-41,NA,R (>= 2.7.0),"grDevices, graphics, stats",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.0
scico,D:/software/R/R-3.6.3/library,1.1.0,NA,R (>= 2.10),grDevices,NA,"ggplot2, testthat, dplyr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
sda,D:/software/R/R-3.6.3/library,1.3.7,NA,"R (>= 3.0.2), entropy (>= 1.2.1), corpcor (>= 1.6.8), fdrtool
(>= 1.2.15)","graphics, stats, utils",NA,crossval (>= 1.0.3),NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
sde,D:/software/R/R-3.6.3/library,2.0.15,NA,"MASS, stats4, fda, zoo",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
sem,D:/software/R/R-3.6.3/library,3.1-9,NA,"R (>= 2.14.0), stats","matrixcalc, MASS, boot, mi (>= 0.9-99), utils",NA,"polycor, MBESS, DiagrammeR",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
seriation,D:/software/R/R-3.6.3/library,1.2-8,NA,R (>= 2.14.0),"TSP, qap, grid, cluster, gclus, dendextend, colorspace, MASS,
gplots, registry, methods, stats, grDevices",NA,"biclust, testthat, DendSer, GA",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
servr,D:/software/R/R-3.6.3/library,0.16,NA,R (>= 3.0.0),"mime (>= 0.2), httpuv (>= 1.4.0), xfun, jsonlite",NA,"tools, later, rstudioapi, knitr (>= 1.9), rmarkdown",NA,GPL,NA,NA,NA,NA,no,3.6.3
sessioninfo,D:/software/R/R-3.6.3/library,1.1.1,NA,NA,"cli, tools, utils, withr",NA,"callr, covr, mockery, testthat",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
setRNG,D:/software/R/R-3.6.3/library,2013.9-1,NA,R (>= 2.5.0),NA,NA,NA,NA,GPL-2 | file LICENSE,NA,NA,NA,NA,no,3.6.0
sf,D:/software/R/R-3.6.3/library,0.9-0,NA,"methods, R (>= 3.3.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, Rcpp (>= 0.12.18), stats, tools, units (>= 0.6-0),
utils",Rcpp,"blob, covr, dplyr (>= 0.8-3), ggplot2, knitr, lwgeom (>=
0.2-1), maps, mapview, microbenchmark, odbc, pillar, pool,
raster, rgdal, rgeos, rlang, rmarkdown, RPostgres (>= 1.1.0),
RPostgreSQL, RSQLite, sp (>= 1.2-4), spatstat, spatstat.utils,
stars (>= 0.2-0), testthat, tibble (>= 1.4.1), tidyr (>=
1.0-0), tmap (>= 2.0), vctrs",NA,GPL-2 | MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
sfheaders,D:/software/R/R-3.6.3/library,0.2.1,NA,NA,Rcpp,Rcpp,"covr, knitr, testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
sfsmisc,D:/software/R/R-3.6.3/library,1.1-6,NA,R (>= 3.2.0),"grDevices, methods, utils, stats",NA,"datasets, tcltk, cluster, lattice, MASS, Matrix, nlme, lokern","mgcv, rpart, nor1mix, polycor, sm, tikzDevice",GPL (>= 2),NA,NA,NA,NA,no,3.6.3
sgeostat,D:/software/R/R-3.6.3/library,1.0-27,NA,"stats, grDevices, graphics, R (>= 2.0.0)",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.0
shape,D:/software/R/R-3.6.3/library,1.4.4,NA,R (>= 2.01),"stats, graphics, grDevices",NA,NA,NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.0
shapefiles,D:/software/R/R-3.6.3/library,0.7,NA,"R (>= 1.6.0), foreign",NA,NA,NA,NA,GPL,NA,NA,NA,NA,NA,3.6.3
shiny,D:/software/R/R-3.6.3/library,1.4.0.2,NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, digest, htmltools (>= 0.4.0), R6 (>= 2.0),
sourcetools, later (>= 1.0.0), promises (>= 1.1.0), tools,
crayon, rlang (>= 0.4.0), fastmap (>= 1.0.0)",NA,"datasets, Cairo (>= 1.5-5), testthat (>= 2.1.1), knitr (>=
1.6), markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0),
magrittr, yaml",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.6.3
shinyAce,D:/software/R/R-3.6.3/library,0.4.1,NA,R (>= 3.3.0),"shiny (>= 1.0.5), jsonlite, utils, tools",NA,"testthat (>= 2.0.0), dplyr (>= 0.8.3)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
shinydashboard,D:/software/R/R-3.6.3/library,0.7.1,NA,R (>= 3.0),"utils, shiny (>= 1.0.0), htmltools (>= 0.2.6), promises",NA,NA,NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,no,3.6.3
shinydashboardPlus,D:/software/R/R-3.6.3/library,0.7.0,NA,NA,"shiny, htmltools, shinydashboard",NA,"styler (>= 1.0.2), shinyAce, shinyWidgets, shinyEffects,
shinyjqui, knitr, rmarkdown",NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,no,3.6.3
shinyEffects,D:/software/R/R-3.6.3/library,0.1.0,NA,NA,"htmltools, shiny, shinydashboard",NA,"shinydashboardPlus, bs4Dash, knitr",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
shinyjqui,D:/software/R/R-3.6.3/library,0.3.3,NA,R (>= 3.2.0),"shiny (>= 0.14.0), htmltools, htmlwidgets, jsonlite",NA,"ggplot2, highcharter, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
shinyjs,D:/software/R/R-3.6.3/library,1.1,NA,R (>= 3.1.0),"digest (>= 0.6.8), htmltools (>= 0.2.9), jsonlite, shiny (>=
1.0.0)",NA,"knitr (>= 1.7), rmarkdown, shinyAce, testthat (>= 0.9.1), V8
(>= 0.6)",NA,AGPL-3,NA,NA,NA,NA,no,3.6.3
shinystan,D:/software/R/R-3.6.3/library,2.5.0,NA,"R (>= 3.1.0), shiny (>= 1.0.3)","bayesplot (>= 1.5.0), colourpicker, DT (>= 0.2), dygraphs (>=
1.1.1.2), ggplot2 (>= 2.1.1), gridExtra, gtools, markdown (>=
0.7.4), methods, reshape2, rsconnect (>= 0.4.2), rstan (>=
2.17.1), stats, shinyjs (>= 0.6.0), shinythemes (>= 1.0.1),
threejs (>= 0.2.1), utils, xtable, xts (>= 0.9-7)",NA,"coda, knitr (>= 1.9), rmarkdown (>= 0.8.1), rstanarm (>=
2.17.4), testthat",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
shinytest,D:/software/R/R-3.6.3/library,1.3.1,NA,NA,"assertthat, digest, crayon, debugme, parsedate, pingr, callr
(>= 2.0.3), R6, rematch, httr, shiny (>= 1.0.4), testthat (>=
1.0.0), utils, webdriver (>= 1.0.5), htmlwidgets, jsonlite,
withr, httpuv, rstudioapi (>= 0.8.0.9002)",NA,"rmarkdown, flexdashboard",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
shinythemes,D:/software/R/R-3.6.3/library,1.1.2,NA,R (>= 3.0.0),shiny (>= 0.11),NA,NA,NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.6.3
shinyWidgets,D:/software/R/R-3.6.3/library,0.5.1,NA,R (>= 3.1.0),"shiny (>= 0.14), htmltools, jsonlite, grDevices, scales",NA,"shinydashboard, testthat, covr, shinydashboardPlus, bs4Dash,
argonR, argonDash, tablerDash, ggplot2, DT",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.6.3
showtext,D:/software/R/R-3.6.3/library,0.7-1,NA,"sysfonts (>= 0.7.1), showtextdb (>= 2.0)",grDevices,NA,"knitr, rmarkdown, prettydoc, curl, jsonlite",NA,Apache License (>= 2.0),NA,NA,NA,NA,yes,3.6.3
showtextdb,D:/software/R/R-3.6.3/library,2,NA,NA,"sysfonts (>= 0.7.1), utils",NA,curl,NA,Apache License (>= 2.0),NA,NA,NA,NA,no,3.6.3
SimComp,D:/software/R/R-3.6.3/library,3.3,NA,NA,"mvtnorm, multcomp, mratios, graphics, stats",NA,NA,NA,GPL,NA,NA,NA,NA,no,3.6.3
SimDesign,D:/software/R/R-3.6.3/library,2.0.1,NA,R (>= 3.2.1),"foreach, methods, parallel, plyr, dplyr, pbapply (>= 1.3-0),
stats",NA,"knitr, ggplot2, tidyr, shiny, doMPI, copula, extraDistr,
rmarkdown",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
sirt,D:/software/R/R-3.6.3/library,3.9-4,NA,R (>= 3.1),"CDM, graphics, methods, Rcpp, stats, TAM, utils","pbv, Rcpp, RcppArmadillo","coda, igraph, lavaan, lavaan.survey, MASS, Matrix, miceadds,
mirt, mvtnorm, pbivnorm, pbv, psych, sfsmisc, sm, survey",immer,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
SIS,D:/software/R/R-3.6.3/library,0.8-8,NA,R (>= 3.2.4),"glmnet, ncvreg, survival",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.3
sitmo,D:/software/R/R-3.6.3/library,2.0.1,NA,R (>= 3.2.0),Rcpp (>= 0.12.13),Rcpp,"knitr, rmarkdown, ggplot2",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
sjlabelled,D:/software/R/R-3.6.3/library,1.1.3,NA,R (>= 3.2),"haven (>= 1.1.2), insight (>= 0.7.0), stats, tools, utils",NA,"dplyr, magrittr, sjmisc, sjPlot, knitr, rlang, rmarkdown,
snakecase, testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
sjmisc,D:/software/R/R-3.6.3/library,2.8.4,NA,R (>= 3.2),"dplyr (>= 0.8.0), insight (>= 0.6.0), magrittr, methods,
purrr, rlang, sjlabelled (>= 1.1.1), stats, tidyselect (>=
0.2.5), utils",NA,"ggplot2, graphics, haven (>= 2.0.0), mice, sjPlot, sjstats,
knitr, rmarkdown, stringdist, testthat, tidyr",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
sjPlot,D:/software/R/R-3.6.3/library,2.8.3,NA,R (>= 3.2),"graphics, grDevices, stats, utils, bayestestR (>= 0.5.0),
dplyr (>= 0.8.1), effectsize, ggeffects (>= 0.14.0), ggplot2
(>= 3.2.0), knitr, insight (>= 0.8.0), MASS, parameters (>=
0.4.0), performance (>= 0.4.3), purrr, rlang, scales,
sjlabelled (>= 1.1.2), sjmisc (>= 2.8.2), sjstats (>= 0.17.8),
tidyr (>= 1.0.0)",NA,"brms, car, cluster, cowplot, GPArotation, ggrepel, glmmTMB,
gridExtra, ggridges, httr, lme4 (>= 1.1-12), pscl, psych,
rmarkdown, rstanarm, survey, TMB, Zelig, testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
sjstats,D:/software/R/R-3.6.3/library,0.17.9,NA,"R (>= 3.2), utils","bayestestR (>= 0.4.0), broom, dplyr (>= 0.8.1), effectsize,
emmeans, insight (>= 0.8.0), lme4, magrittr, MASS, modelr,
parameters (>= 0.4.0), performance (>= 0.4.0), purrr, rlang,
sjlabelled (>= 1.1.1), sjmisc (>= 2.8.2), stats, tidyr",NA,"brms, car, coin, ggplot2, graphics, httr, knitr, mediation,
nlme, pbkrtest (>= 0.4-7), pscl, pwr, sandwich, sjPlot, survey,
rstan, rstanarm, VGAM, Zelig, testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
skellam,D:/software/R/R-3.6.3/library,0.2.0,NA,NA,stats,NA,"knitr, VGAM",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
SkewHyperbolic,D:/software/R/R-3.6.3/library,0.4-0,NA,R (>= 3.0.1),"grDevices, graphics, stats, DistributionUtils,
GeneralizedHyperbolic",NA,RUnit,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
skewt,D:/software/R/R-3.6.3/library,0.1,NA,NA,NA,NA,NA,NA,GPL,NA,NA,NA,NA,NA,3.6.0
slam,D:/software/R/R-3.6.3/library,0.1-47,NA,R (>= 3.4.0),stats,NA,NA,"Matrix, SparseM, spam",GPL-2,NA,NA,NA,NA,yes,3.6.2
Sleuth2,D:/software/R/R-3.6.3/library,2.0-5,NA,R (>= 3.5.0),NA,NA,"lattice, knitr, MASS, agricolae, car, gmodels, leaps, mosaic",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
sm,D:/software/R/R-3.6.3/library,2.2-5.6,NA,R (>= 3.1.0),NA,NA,"rgl, misc3d, akima, gam, tkrplot, rpanel (>= 1.1-4), tcltk",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
smcfcs,D:/software/R/R-3.6.3/library,1.4.1,NA,R (>= 3.1.2),"MASS, survival, VGAM, stats",NA,"knitr, rmarkdown, mitools",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
smoof,D:/software/R/R-3.6.3/library,1.6.0.2,NA,"ParamHelpers (>= 1.8), checkmate (>= 1.1)","BBmisc (>= 1.6), ggplot2 (>= 2.2.1), RColorBrewer, plot3D,
plotly, mco, Rcpp (>= 0.11.0), RJSONIO","Rcpp, RcppArmadillo","testthat, rPython (>= 0.0-5)",NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.3
smotefamily,D:/software/R/R-3.6.3/library,1.3.1,NA,R(>= 3.0.0),"FNN, dbscan, igraph,",NA,NA,NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
sn,D:/software/R/R-3.6.3/library,1.6-1,NA,"R (>= 2.15.3), methods, stats4","mnormt (>= 1.5-4), numDeriv, utils, quantreg",NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.3
sna,D:/software/R/R-3.6.3/library,2.5,NA,"R (>= 2.0.0), utils, statnet.common, network",NA,NA,"rgl, numDeriv, SparseM",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
snakecase,D:/software/R/R-3.6.3/library,0.11.0,NA,R (>= 3.2),"stringr, stringi",NA,"testthat, covr, tibble, purrrlyr, knitr, rmarkdown, magrittr",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
snow,D:/software/R/R-3.6.3/library,0.4-3,NA,"R (>= 2.13.1), utils",NA,NA,"Rmpi,rlecuyer,nws",NA,GPL,NA,NA,NA,NA,no,3.6.1
SnowballC,D:/software/R/R-3.6.3/library,0.7.0,NA,NA,NA,NA,NA,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.3
snowfall,D:/software/R/R-3.6.3/library,1.84-6.1,NA,"R (>= 2.10), snow",NA,NA,Rmpi,NA,GPL,NA,NA,NA,NA,no,3.6.1
snowFT,D:/software/R/R-3.6.3/library,1.6-0,NA,"R (>= 3.0-0), rlecuyer","parallel, snow (>= 0.4)",NA,Rmpi,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
sodium,D:/software/R/R-3.6.3/library,1.1,NA,NA,NA,NA,"knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
som,D:/software/R/R-3.6.3/library,0.3-5.1,NA,R (>= 2.10),NA,NA,NA,NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.0
soma,D:/software/R/R-3.6.3/library,1.1.1,NA,R (>= 2.5.0),reportr,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.3
sourcetools,D:/software/R/R-3.6.3/library,0.1.7,NA,R (>= 3.0.2),NA,NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
sp,D:/software/R/R-3.6.3/library,1.4-1,NA,"R (>= 3.0.0), methods","utils, stats, graphics, grDevices, lattice, grid",NA,"RColorBrewer, rgdal (>= 1.2-3), rgeos (>= 0.3-13), gstat,
maptools, deldir",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
spacetime,D:/software/R/R-3.6.3/library,1.2-3,NA,R (>= 3.0.0),"graphics, utils, stats, methods, lattice, sp (>= 1.1-0), zoo
(>= 1.7-9), xts (>= 0.8-8), intervals",NA,"adehabitatLT, cshapes, diveMove, foreign, gstat (>= 1.0-16),
maps, mapdata, maptools, plm, raster, RColorBrewer, rgdal,
rgeos, RPostgreSQL, knitr, googleVis, ISOcodes",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
spacyr,D:/software/R/R-3.6.3/library,1.2.1,NA,"R (>= 3.0.0), methods","data.table, reticulate (>= 1.6)",NA,"dplyr, knitr, quanteda, R.rsp, rmarkdown, spelling, testthat,
tidytext, tibble",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
spam,D:/software/R/R-3.6.3/library,2.5-1,NA,"R (>= 3.1), dotCall64, grid, methods",NA,NA,"spam64, fields, SparseM, Matrix, testthat, R.rsp, truncdist,
knitr, rmarkdown",NA,LGPL-2 | BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.3
spam64,D:/software/R/R-3.6.3/library,2.5-1,NA,NA,NA,NA,spam (== 2.5-1),NA,LGPL-2 | BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.3
sparkline,D:/software/R/R-3.6.3/library,2,NA,NA,"htmltools, htmlwidgets (>= 0.8)",NA,"formattable, knitr, rmarkdown, shiny",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
sparklyr,D:/software/R/R-3.6.3/library,1.1.0,NA,R (>= 3.2),"assertthat, base64enc, config (>= 0.2), DBI (>= 0.6-1), dplyr
(>= 0.7.2), dbplyr (>= 1.1.0), digest, forge, generics, httr
(>= 1.2.1), jsonlite (>= 1.4), methods, openssl (>= 0.8),
purrr, r2d3, rappdirs, rlang (>= 0.1.4), rprojroot, rstudioapi
(>= 0.10), tibble, tidyr, withr, xml2, ellipsis (>= 0.1.0)",NA,"broom, ggplot2, janeaustenr, Lahman, mlbench, nnet,
nycflights13, R6, RCurl, reshape2, shiny (>= 1.0.1), testthat",NA,Apache License 2.0 | file LICENSE,NA,NA,NA,NA,no,3.6.3
SparseGrid,D:/software/R/R-3.6.3/library,0.8.2,NA,NA,NA,NA,"testthat, statmod, mvtnorm",NA,GPL,NA,NA,NA,NA,no,3.6.3
sparseLDA,D:/software/R/R-3.6.3/library,0.1-9,NA,R (>= 2.10),"elasticnet, MASS, mda",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
SparseM,D:/software/R/R-3.6.3/library,1.78,NA,"R (>= 2.15), methods","graphics, stats, utils",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.2
spatial,D:/software/R/R-3.6.3/library,7.3-11,recommended,"R (>= 3.0.0), graphics, stats, utils",NA,NA,MASS,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.3
spatialreg,D:/software/R/R-3.6.3/library,1.1-5,NA,"R (>= 3.3.0), spData, Matrix","spdep, expm, coda, methods, MASS, boot, splines, LearnBayes,
nlme, gmodels",NA,"parallel, RSpectra, sf, tmap, foreign, spam, knitr, lmtest,
sandwich",NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
spatialwidget,D:/software/R/R-3.6.3/library,0.2.2,NA,R (>= 3.3.0),Rcpp,"BH, colourvalues (>= 0.3.4), geojsonsf (>= 1.3.3), jsonify
(>= 1.1.1), rapidjsonr, Rcpp, sfheaders (>= 0.2.1)","colourvalues, covr, geojsonsf, jsonify, sfheaders, knitr,
rmarkdown, testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
spatstat,D:/software/R/R-3.6.3/library,1.63-3,NA,"R (>= 3.3.0), spatstat.data (>= 1.4-2), stats, graphics,
grDevices, utils, methods, nlme, rpart","spatstat.utils (>= 1.17-0), mgcv, Matrix, deldir (>= 0.0-21),
abind, tensor, polyclip (>= 1.10-0), goftest (>= 1.2-2)",NA,"sm, maptools, gsl, locfit, spatial, rpanel, tkrplot,
RandomFields (>= 3.1.24.1), RandomFieldsUtils(>= 0.3.3.1),
fftwtools (>= 0.9-8)",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
spatstat.data,D:/software/R/R-3.6.3/library,1.4-3,NA,R (>= 3.3.0),"spatstat.utils, Matrix",NA,spatstat (>= 1.55-0),NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
spatstat.utils,D:/software/R/R-3.6.3/library,1.17-0,NA,"R (>= 3.3.0), stats, graphics, grDevices, utils, methods",NA,NA,spatstat,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
spData,D:/software/R/R-3.6.3/library,0.3.5,NA,R (>= 3.3.0),"sp, raster",NA,"foreign, maptools, rgdal, sf, spDataLarge (>= 0.3.0), spdep,
spatialreg",NA,CC0,NA,NA,NA,NA,no,3.6.3
spdep,D:/software/R/R-3.6.3/library,1.1-3,NA,"R (>= 3.3.0), methods, sp (>= 1.0), spData (>= 0.2.6.0), sf","deldir, boot (>= 1.3-1), graphics, grDevices, utils, stats,
Matrix, LearnBayes, MASS, coda, expm, gmodels, nlme",NA,"spatialreg (>= 1.1-1), parallel, RANN, rgeos, RColorBrewer,
lattice, xtable, maptools (>= 0.5-4), foreign, igraph,
RSpectra, knitr, rgdal, classInt, tmap, spam",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
speedglm,D:/software/R/R-3.6.3/library,0.3-2,NA,"Matrix, MASS","methods, stats",NA,NA,NA,GPL,NA,NA,NA,NA,no,3.6.3
spelling,D:/software/R/R-3.6.3/library,2.1,NA,NA,"commonmark, xml2, hunspell (>= 3.0), knitr",NA,pdftools,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
splancs,D:/software/R/R-3.6.3/library,2.01-40,NA,"R (>= 2.10.0), sp (>= 0.9)","stats, graphics, grDevices, methods",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
splines,D:/software/R/R-3.6.3/library,3.6.3,base,NA,"graphics, stats",NA,"Matrix, methods",NA,Part of R 3.6.3,NA,NA,NA,NA,yes,3.6.3
splines2,D:/software/R/R-3.6.3/library,0.2.8,NA,R (>= 3.2.3),"splines, stats",NA,"knitr, rmarkdown, testthat",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
splm,D:/software/R/R-3.6.3/library,1.4-11,NA,"R (>= 2.12.0), spdep","plm, maxLik, MASS, bdsmatrix, ibdreg, nlme, Matrix, spam,
methods",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.3
spls,D:/software/R/R-3.6.3/library,2.2-3,NA,R (>= 2.14),"MASS, nnet, parallel, pls",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
spray,D:/software/R/R-3.6.3/library,1.0-8,NA,methods,"Rcpp (>= 0.12.3),partitions,magic",Rcpp,"polynom, testthat",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
ssh,D:/software/R/R-3.6.3/library,0.6,NA,NA,"credentials, askpass",NA,"knitr, rmarkdown, spelling, sys, testthat, mongolite",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
stabledist,D:/software/R/R-3.6.3/library,0.7-1,NA,R (>= 3.1.0),stats,NA,"Matrix, fBasics, FMStable, RUnit, Rmpfr, sfsmisc",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
stabs,D:/software/R/R-3.6.3/library,0.6-3,NA,"R (>= 2.14.0), methods, stats, parallel","graphics, grDevices, utils",NA,"glmnet, lars, mboost (> 2.3-0), gamboostLSS (>= 1.2-0), QUIC,
TH.data, hdi, testthat, knitr, rmarkdown, igraph, huge",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
StanHeaders,D:/software/R/R-3.6.3/library,2.21.0-1,NA,R (>= 3.4.0),NA,RcppEigen,"Rcpp, BH, knitr (>= 1.15.1), rmarkdown, Matrix, methods,
rstan, RcppParallel",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.2
stargazer,D:/software/R/R-3.6.3/library,5.2.2,NA,NA,"stats, utils",NA,NA,"AER, betareg, brglm, censReg, dynlm, eha, erer, ergm, fGarch,
gee, glmx, gmm, lfe, lme4, lmtest, MASS, mclogit, mgcv, mlogit,
mnlogit, nlme, nnet, ordinal, plm, pscl, quantreg, rms,
relevent, robustbase, sampleSelection, spdep, survey, survival,
Zelig",GPL (>= 2),NA,NA,NA,NA,no,3.6.0
stars,D:/software/R/R-3.6.3/library,0.4-1,NA,"R (>= 3.3.0), abind, sf (>= 0.9-0)","methods, parallel, classInt (>= 0.4-1), lwgeom, rlang, units",NA,"PCICt, RNetCDF (>= 1.8-2), covr, digest, dplyr (>= 0.7-0),
cubelyr, future.apply, ggforce, ggplot2, ggthemes, gstat, httr,
jsonlite, knitr, maps, ncdfgeom, ncmeta (>= 0.0.3), pbapply,
plm, raster, rmarkdown, sp, spacetime, spatstat, starsdata,
testthat, viridis, xts, zoo",NA,Apache License,NA,NA,NA,NA,no,3.6.3
statmod,D:/software/R/R-3.6.3/library,1.4.34,NA,R (>= 3.0.0),"stats, graphics",NA,"MASS, tweedie",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.3
statnet.common,D:/software/R/R-3.6.3/library,4.3.0,NA,R (>= 3.5),"utils, methods, coda, parallel, tools",NA,covr,NA,GPL-3 + file LICENSE,NA,NA,NA,NA,yes,3.6.3
stats,D:/software/R/R-3.6.3/library,3.6.3,base,NA,"utils, grDevices, graphics",NA,"MASS, Matrix, SuppDists, methods, stats4",NA,Part of R 3.6.3,NA,NA,NA,NA,yes,3.6.3
stats4,D:/software/R/R-3.6.3/library,3.6.3,base,NA,"graphics, methods, stats",NA,NA,NA,Part of R 3.6.3,NA,NA,NA,NA,NA,3.6.3
